label,attempt,outcome,method,url,status,redirected,final_url,content_type,response_bytes,response_sha256,elapsed_s
ign-service-root,1,ok,GET,https://data.geopf.fr/altimetrie/,200,False,https://data.geopf.fr/altimetrie/,application/json,70,0651272f905de5f256ba7b121b908a816844a2ef9ca8cd089f239b73b5c5a27c,0.25
ign-resource-index,1,ok,GET,https://data.geopf.fr/altimetrie/resources,200,False,https://data.geopf.fr/altimetrie/resources,application/json,3249,402454ae5fe1d457e0bba8e7d80bc64f50d05765c10c9c0b23fb7afef571c23d,0.25
ign-resource-primary,1,ok,GET,https://data.geopf.fr/altimetrie/resources/ign_rge_alti_par_territoires,200,False,https://data.geopf.fr/altimetrie/resources/ign_rge_alti_par_territoires,application/json,62976,b514f703660a8a8df43340f01dfdf376c163a457cbc7d9beb63886430a5fe571,0.235
ign-resource-control,1,ok,GET,https://data.geopf.fr/altimetrie/resources/ign_rge_alti_wld,200,False,https://data.geopf.fr/altimetrie/resources/ign_rge_alti_wld,application/json,913,31f98361f093bd0a227e8f51cb381761bd5aa92b27f13a346662d0bb5f234907,0.187
overpass-status,1,ok,GET,https://overpass-api.de/api/status,200,False,https://overpass-api.de/api/status,text/plain; charset=utf-8,210,9f28fb8e16090a32bc9690b10703fa9d6915b209a7b120601aef735f22708f3e,0.313
overpass-interpreter,1,transient,POST,https://overpass-api.de/api/interpreter,504,False,https://overpass-api.de/api/interpreter,text/html; charset=utf-8,695,9e8d149c02b9ab7719f9e6cfdf696730c39abead6f27e39eb13793b7d2adbb82,7.75
overpass-interpreter,2,transient,POST,https://overpass-api.de/api/interpreter,504,False,https://overpass-api.de/api/interpreter,text/html; charset=utf-8,695,9e8d149c02b9ab7719f9e6cfdf696730c39abead6f27e39eb13793b7d2adbb82,8.578
overpass-interpreter,3,ok,POST,https://overpass-api.de/api/interpreter,200,False,https://overpass-api.de/api/interpreter,application/json,7631277,6315ac69f15245324487448a396e8f780e16c09740afda1bb8b9a9de85bdcbcc,4.75
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0590081%7C6.0589830%7C6.0589580%7C6.0589329%7C6.0589079%7C6.0588828%7C6.0588578%7C6.0588329%7C6.0588084%7C6.0587840%7C6.0587595%7C6.0587351%7C6.0587106%7C6.0586862%7C6.0586617%7C6.0586373%7C6.0586128%7C6.0585901%7C6.058567...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0590081%7C6.0589830%7C6.0589580%7C6.0589329%7C6.0589079%7C6.0588828%7C6.0588578%7C6.0588329%7C6.0588084%7C6.0587840%7C6.0587595%7C6.0587351%7C6.0587106%7C6.0586862%7C6.0586617%7C6.0586373%7C6.0586128%7C6.0585901%7C6.058567...,application/json,1797,864c2f481427f4d4b24a0ccb418440a4f4340eaea4aee0201838b8590b433024,0.359
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0586497%7C6.0586745%7C6.0586948%7C6.0587151%7C6.0587397%7C6.0587642%7C6.0587888%7C6.0588134%7C6.0588379%7C6.0588625%7C6.0588870%7C6.0589116%7C6.0589362%7C6.0589607%7C6.0589853%7C6.0590099%7C6.0590345%7C6.0590591%7C6.059083...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0586497%7C6.0586745%7C6.0586948%7C6.0587151%7C6.0587397%7C6.0587642%7C6.0587888%7C6.0588134%7C6.0588379%7C6.0588625%7C6.0588870%7C6.0589116%7C6.0589362%7C6.0589607%7C6.0589853%7C6.0590099%7C6.0590345%7C6.0590591%7C6.059083...,application/json,418,505fde9032838b31797d14ae324215d357d1c04771d5573bb69f9313d9a95b72,0.282
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0590081%7C6.0589454%7C6.0588828%7C6.0588329%7C6.0587779%7C6.0587228%7C6.0586678%7C6.0586128%7C6.0585674%7C6.0585221%7C6.0584767%7C6.0584322%7C6.0583877%7C6.0583432%7C6.0582987%7C6.0582598%7C6.0582208%7C6.0581819%7C6.058141...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0590081%7C6.0589454%7C6.0588828%7C6.0588329%7C6.0587779%7C6.0587228%7C6.0586678%7C6.0586128%7C6.0585674%7C6.0585221%7C6.0584767%7C6.0584322%7C6.0583877%7C6.0583432%7C6.0582987%7C6.0582598%7C6.0582208%7C6.0581819%7C6.058141...,application/json,999,48e9fab7d86925e05ed51062b3b9a8d522b7060bbb82b473d5d3c0965c3b4193,0.625
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0590081%7C6.0588828%7C6.0588329%7C6.0587228%7C6.0586128%7C6.0585447%7C6.0584767%7C6.0583877%7C6.0582987%7C6.0582403%7C6.0581819%7C6.0581208%7C6.0580598%7C6.0579988%7C6.0579379%7C6.0578737%7C6.0578223%7C6.0577708%7C6.057719...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0590081%7C6.0588828%7C6.0588329%7C6.0587228%7C6.0586128%7C6.0585447%7C6.0584767%7C6.0583877%7C6.0582987%7C6.0582403%7C6.0581819%7C6.0581208%7C6.0580598%7C6.0579988%7C6.0579379%7C6.0578737%7C6.0578223%7C6.0577708%7C6.057719...,application/json,607,1648998e13bf48844436032146643d27973165c9dbaab22d654fdd4c680e5f97,0.313
altimetry:ign_rge_alti_wld,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0590081%7C6.0588828%7C6.0588329%7C6.0587228%7C6.0586128%7C6.0585447%7C6.0584767%7C6.0583877%7C6.0582987%7C6.0582403%7C6.0581819%7C6.0581208%7C6.0580598%7C6.0579988%7C6.0579379%7C6.0578737%7C6.0578223%7C6.0577708%7C6.057719...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0590081%7C6.0588828%7C6.0588329%7C6.0587228%7C6.0586128%7C6.0585447%7C6.0584767%7C6.0583877%7C6.0582987%7C6.0582403%7C6.0581819%7C6.0581208%7C6.0580598%7C6.0579988%7C6.0579379%7C6.0578737%7C6.0578223%7C6.0577708%7C6.057719...,application/json,606,e7c41cf25b47b55e73e3701be4e54c60bb837cddc1ba36914c8132e1d259f35e,0.39
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0590081%7C6.0588828%7C6.0588329%7C6.0586128%7C6.0584767%7C6.0582987%7C6.0581819%7C6.0580598%7C6.0579379%7C6.0578737%7C6.0577965%7C6.0577194%7C6.0576839%7C6.0576517%7C6.0576088%7C6.0575605%7C6.0575310%7C6.0575042%7C6.057480...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0590081%7C6.0588828%7C6.0588329%7C6.0586128%7C6.0584767%7C6.0582987%7C6.0581819%7C6.0580598%7C6.0579379%7C6.0578737%7C6.0577965%7C6.0577194%7C6.0576839%7C6.0576517%7C6.0576088%7C6.0575605%7C6.0575310%7C6.0575042%7C6.057480...,application/json,426,60479d3548b35373e3a47cbe033ddae028a57094752122bcc1e6779b1229c25f,0.422
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0347371%7C6.0347178%7C6.0346985%7C6.0346792%7C6.0346599%7C6.0346406%7C6.0346213%7C6.0346020%7C6.0345827%7C6.0345634%7C6.0345441%7C6.0345248%7C6.0345055%7C6.0344862%7C6.0344669%7C6.0344476%7C6.0344283%7C6.0344090%7C6.034389...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0347371%7C6.0347178%7C6.0346985%7C6.0346792%7C6.0346599%7C6.0346406%7C6.0346213%7C6.0346020%7C6.0345827%7C6.0345634%7C6.0345441%7C6.0345248%7C6.0345055%7C6.0344862%7C6.0344669%7C6.0344476%7C6.0344283%7C6.0344090%7C6.034389...,application/json,1591,579c42b72c137dc62cf96db8c51db2381b101ff486aff526e9fe67a943beff79,0.657
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0314295%7C6.0314074%7C6.0313854%7C6.0313633%7C6.0313413%7C6.0313192%7C6.0312970%7C6.0312749%7C6.0312527%7C6.0312305%7C6.0312083%7C6.0311862%7C6.0311640%7C6.0311418%7C6.0311197%7C6.0310975%7C6.0310753%7C6.0310532%7C6.031031...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0314295%7C6.0314074%7C6.0313854%7C6.0313633%7C6.0313413%7C6.0313192%7C6.0312970%7C6.0312749%7C6.0312527%7C6.0312305%7C6.0312083%7C6.0311862%7C6.0311640%7C6.0311418%7C6.0311197%7C6.0310975%7C6.0310753%7C6.0310532%7C6.031031...,application/json,488,2c3de22cef4979a3962c3f8fc3742317619bf09f6995946c57c9e00d31cdea55,0.328
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0347371%7C6.0346921%7C6.0346470%7C6.0346020%7C6.0345570%7C6.0345119%7C6.0344669%7C6.0344219%7C6.0343768%7C6.0343318%7C6.0342937%7C6.0342557%7C6.0342150%7C6.0341743%7C6.0341337%7C6.0340930%7C6.0340523%7C6.0340117%7C6.033971...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0347371%7C6.0346921%7C6.0346470%7C6.0346020%7C6.0345570%7C6.0345119%7C6.0344669%7C6.0344219%7C6.0343768%7C6.0343318%7C6.0342937%7C6.0342557%7C6.0342150%7C6.0341743%7C6.0341337%7C6.0340930%7C6.0340523%7C6.0340117%7C6.033971...,application/json,880,25ed5cc2e4a96c97b40b713fe35d6a8dd1df20b126897db58426458b2ff452c5,0.703
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0347371%7C6.0346560%7C6.0345750%7C6.0344939%7C6.0344129%7C6.0343318%7C6.0342557%7C6.0341743%7C6.0340930%7C6.0340117%7C6.0339303%7C6.0338490%7C6.0337676%7C6.0337176%7C6.0336438%7C6.0335700%7C6.0334963%7C6.0334225%7C6.033348...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0347371%7C6.0346560%7C6.0345750%7C6.0344939%7C6.0344129%7C6.0343318%7C6.0342557%7C6.0341743%7C6.0340930%7C6.0340117%7C6.0339303%7C6.0338490%7C6.0337676%7C6.0337176%7C6.0336438%7C6.0335700%7C6.0334963%7C6.0334225%7C6.033348...,application/json,493,78be2723a2af7296541c2f8da767b36adf41dc084e5aaea481a80523519de541,0.5
altimetry:ign_rge_alti_wld,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0347371%7C6.0346560%7C6.0345750%7C6.0344939%7C6.0344129%7C6.0343318%7C6.0342557%7C6.0341743%7C6.0340930%7C6.0340117%7C6.0339303%7C6.0338490%7C6.0337676%7C6.0337176%7C6.0336438%7C6.0335700%7C6.0334963%7C6.0334225%7C6.033348...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0347371%7C6.0346560%7C6.0345750%7C6.0344939%7C6.0344129%7C6.0343318%7C6.0342557%7C6.0341743%7C6.0340930%7C6.0340117%7C6.0339303%7C6.0338490%7C6.0337676%7C6.0337176%7C6.0336438%7C6.0335700%7C6.0334963%7C6.0334225%7C6.033348...,application/json,489,3da49b7e459b86ec153916165c25b3cb9f7fd59d7692a4ebcf4eef7cba905017,0.453
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0347371%7C6.0345345%7C6.0343318%7C6.0342557%7C6.0340930%7C6.0339303%7C6.0337676%7C6.0337176%7C6.0335332%7C6.0333487%7C6.0331516%7C6.0329545%7C6.0328264%7C6.0327203%7C6.0326143%7C6.0324868%7C6.0323594%7C6.0322607%7C6.032125...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0347371%7C6.0345345%7C6.0343318%7C6.0342557%7C6.0340930%7C6.0339303%7C6.0337676%7C6.0337176%7C6.0335332%7C6.0333487%7C6.0331516%7C6.0329545%7C6.0328264%7C6.0327203%7C6.0326143%7C6.0324868%7C6.0323594%7C6.0322607%7C6.032125...,application/json,263,e72632f8347ea06df4d386d21c0a3ab3cc2af0af20f45be08a33936ebf5cb985,0.453
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0804621%7C6.0804826%7C6.0805031%7C6.0805236%7C6.0805441%7C6.0805646%7C6.0805868%7C6.0806089%7C6.0806311%7C6.0806532%7C6.0806746%7C6.0806959%7C6.0807173%7C6.0807386%7C6.0807607%7C6.0807827%7C6.0808048%7C6.0808238%7C6.080842...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0804621%7C6.0804826%7C6.0805031%7C6.0805236%7C6.0805441%7C6.0805646%7C6.0805868%7C6.0806089%7C6.0806311%7C6.0806532%7C6.0806746%7C6.0806959%7C6.0807173%7C6.0807386%7C6.0807607%7C6.0807827%7C6.0808048%7C6.0808238%7C6.080842...,application/json,1658,2c7c46952c5a0d0ce9bda8dd115a0ad51b4d2f1a1c07385b1435894200df2dc1,0.453
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0804621%7C6.0805134%7C6.0805646%7C6.0806089%7C6.0806532%7C6.0806959%7C6.0807386%7C6.0807717%7C6.0808048%7C6.0808332%7C6.0808617%7C6.0809035%7C6.0809452%7C6.0809884%7C6.0810315%7C6.0810703%7C6.0811091%7C6.0811480%7C6.081186...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0804621%7C6.0805134%7C6.0805646%7C6.0806089%7C6.0806532%7C6.0806959%7C6.0807386%7C6.0807717%7C6.0808048%7C6.0808332%7C6.0808617%7C6.0809035%7C6.0809452%7C6.0809884%7C6.0810315%7C6.0810703%7C6.0811091%7C6.0811480%7C6.081186...,application/json,752,58843bf434f8df98fbc17a8689c6da33178ebf61681664f61a238a1dbc6638d1,0.359
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0804621%7C6.0805646%7C6.0806532%7C6.0807386%7C6.0808048%7C6.0808617%7C6.0809452%7C6.0810315%7C6.0811091%7C6.0811868%7C6.0812460%7C6.0813053%7C6.0813645%7C6.0814409%7C6.0815307%7C6.0816079%7C6.0817105%7C6.0817745%7C6.081838...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0804621%7C6.0805646%7C6.0806532%7C6.0807386%7C6.0808048%7C6.0808617%7C6.0809452%7C6.0810315%7C6.0811091%7C6.0811868%7C6.0812460%7C6.0813053%7C6.0813645%7C6.0814409%7C6.0815307%7C6.0816079%7C6.0817105%7C6.0817745%7C6.081838...,application/json,416,b0962e57437d3f392648838ddce730c230bc231688a5cd6ada294b0ae0a3d3a6,0.406
altimetry:ign_rge_alti_wld,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0804621%7C6.0805646%7C6.0806532%7C6.0807386%7C6.0808048%7C6.0808617%7C6.0809452%7C6.0810315%7C6.0811091%7C6.0811868%7C6.0812460%7C6.0813053%7C6.0813645%7C6.0814409%7C6.0815307%7C6.0816079%7C6.0817105%7C6.0817745%7C6.081838...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0804621%7C6.0805646%7C6.0806532%7C6.0807386%7C6.0808048%7C6.0808617%7C6.0809452%7C6.0810315%7C6.0811091%7C6.0811868%7C6.0812460%7C6.0813053%7C6.0813645%7C6.0814409%7C6.0815307%7C6.0816079%7C6.0817105%7C6.0817745%7C6.081838...,application/json,420,8d3537cac7902cf8badb055859c0f8d1793d8b1a0922aa4dd249142a8b624c2d,0.36
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0804621%7C6.0805646%7C6.0806532%7C6.0807386%7C6.0808048%7C6.0808617%7C6.0809452%7C6.0810315%7C6.0811868%7C6.0812757%7C6.0813645%7C6.0814409%7C6.0815307%7C6.0816079%7C6.0817105%7C6.0818385%7C6.0819934%7C6.0821208%7C6.082218...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0804621%7C6.0805646%7C6.0806532%7C6.0807386%7C6.0808048%7C6.0808617%7C6.0809452%7C6.0810315%7C6.0811868%7C6.0812757%7C6.0813645%7C6.0814409%7C6.0815307%7C6.0816079%7C6.0817105%7C6.0818385%7C6.0819934%7C6.0821208%7C6.082218...,application/json,272,a3af6c4e5a4b42d477a525c44d9f7e70bfc84e5eb95f31a4b77aa3a8f5174d61,0.422
altimetry:ign_rge_alti_par_territoires,1,ok,GET,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0692077%7C6.0691966%7C6.0691855%7C6.0691653%7C6.0691451%7C6.0691277%7C6.0691103%7C6.0690930%7C6.0690756%7C6.0690516%7C6.0690277%7C6.0690037%7C6.0689798%7C6.0689558%7C6.0689319%7C6.0689079%7C6.0688839%7C6.0688600%7C6.068836...,200,False,https://data.geopf.fr/altimetrie/1.0/calcul/alti/rest/elevation.json?lon=6.0692077%7C6.0691966%7C6.0691855%7C6.0691653%7C6.0691451%7C6.0691277%7C6.0691103%7C6.0690930%7C6.0690756%7C6.0690516%7C6.0690277%7C6.0690037%7C6.0689798%7C6.0689558%7C6.0689319%7C6.0689079%7C6.0688839%7C6.0688600%7C6.068836...,application/json,1436,2d7b479de032c6907569c0aac1441c06616f8f54353918df31085cb7d4dce0c4,0.36
